Order_ID,Order_Item_ID,Order_Amount,Order_Category,Order_Status
ORD007894,OI007894,1781.96,Baby Care,Rejected
ORD007895,OI007895,1421.47,Fruits & Vegetables,Completed
ORD007896,OI007896,2291.38,Fruits & Vegetables,Cancelled
ORD007897,OI007897,1350.3,Personal Care,Completed
ORD007898,OI007898,2477.08,Baby Care,Cancelled
ORD007899,OI007899,833.21,Personal Care,Completed
ORD007900,OI007900,1074.35,Household,Completed
ORD007901,OI007901,1127.12,Dairy,Completed
ORD007902,OI007902,2158.8,Bakery,Cancelled
ORD007903,OI007903,2391.02,Dairy,Cancelled
ORD007904,OI007904,1947.42,Baby Care,Completed
ORD007905,OI007905,686.97,Bakery,Completed
ORD007906,OI007906,459.13,Dairy,Cancelled
ORD007907,OI007907,491.28,Frozen Foods,Cancelled
ORD007908,OI007908,2035.86,Beverages,completed
ORD007909,OI007909,532.68,Fruits & Vegetables,Cancelled
ORD007910,OI007910,1016.3,Bakery,Completed
ORD007911,OI007911,2047.38,Fruits & Vegetables,Completed
ORD007912,OI007912,1967.54,Baby Care,Completed
ORD007913,OI007913,2043.9,Household,Completed
ORD007914,OI007914,214.54,Fruits & Vegetables,Completed
ORD007915,OI007915,886.29,Personal Care,Completed
ORD007916,OI007916,161.32,Snacks,Completed
ORD007917,OI007917,1761.74,Baby Care,Completed
ORD007918,OI007918,940.04,Beverages,Completed
ORD007919,OI007919,208.08,Beverages,Completed
ORD007920,OI007920,853.18,Bakery,Completed
ORD007921,OI007921,1962.92,Personal Care,Cancelled
ORD007922,OI007922,2486.31,Beverages,Completed
ORD007923,OI007923,256.97,Frozen Foods,Completed
ORD007924,OI007924,1515.49,Dairy,Completed
ORD007925,OI007925,1388.69,Baby Care,Completed
ORD007926,OI007926,1758.24,Frozen Foods,Completed
ORD007927,OI007927,628.52,Personal Care,Completed
ORD007928,OI007928,1273.64,Beverages,Completed
ORD007929,OI007929,942.68,Bakery,Completed
ORD007930,OI007930,1301.91,Household,Completed
ORD007931,OI007931,2342.65,Personal Care,Cancelled
ORD007932,OI007932,1958.38,Personal Care,Completed
ORD007933,OI007933,1118.44,Personal Care,Rejected
ORD007934,OI007934,689.87,Frozen Foods,Cancelled
ORD007935,OI007935,2481.01,Fruits & Vegetables,Completed
ORD007936,OI007936,714.08,Baby Care,Completed
ORD007937,OI007937,1279.59,Fruits & Vegetables,Completed
ORD007938,OI007938,603.56,Fruits & Vegetables,Completed
ORD007939,OI007939,1130.39,Groceries,Completed
ORD007940,OI007940,2169.78,Dairy,Rejected
ORD007941,OI007941,2422.42,Snacks,Completed
ORD007942,OI007942,2486.81,Dairy,Completed
ORD007943,OI007943,1850.17,Dairy,Completed
ORD007944,OI007944,380.79,Personal Care,Completed
ORD007945,OI007945,114.75,Snacks,Rejected
ORD007946,OI007946,1722.22,Bakery,Completed
ORD007947,OI007947,1847.26,Groceries,Completed
ORD007948,OI007948,1947.01,Personal Care,Rejected
ORD007949,OI007949,1365.44,Dairy,Completed
ORD007950,OI007950,2254.98,Personal Care,Completed
ORD007951,OI007951,280.46,Baby Care,Completed
ORD007952,OI007952,2364.93,Frozen Foods,Completed
ORD007953,OI007953,685.51,Beverages,Rejected
ORD007954,OI007954,400.0,Personal Care,Completed
ORD007955,OI007955,1058.69,Bakery,Completed
ORD007956,OI007956,2394.02,Personal Care,Completed
ORD007957,OI007957,2006.82,Snacks,Cancelled
ORD007958,OI007958,1303.58,Bakery,Completed
ORD007959,OI007959,1768.04,Household,Completed
ORD007960,OI007960,506.16,Frozen Foods,Completed
ORD007961,OI007961,287.96,Snacks,Rejected
ORD007962,OI007962,857.61,Personal Care,Completed
ORD007963,OI007963,2098.04,Beverages,Completed
ORD007964,OI007964,1151.8,Dairy,Completed
ORD007965,OI007965,567.2, Beverages ,Completed
ORD007966,OI007966,1343.33,Fruits & Vegetables,Rejected
ORD007967,OI007967,1252.54,Snacks,Rejected
ORD007968,OI007968,976.3,Household,Cancelled
ORD007969,OI007969,1997.4,Fruits & Vegetables,Cancelled
ORD007970,OI007970,315.97,Personal Care,Rejected
ORD007971,OI007971,797.68,Groceries,Cancelled
ORD007972,OI007972,1829.28,Beverages,Rejected
ORD007973,OI007973,548.02,Beverages,Completed
ORD007974,OI007974,2432.3,Personal Care,Completed
ORD007975,OI007975,2244.27,Groceries,Completed
ORD007976,OI007976,1782.38,Personal Care,Completed
ORD007977,OI007977,1647.64,Groceries,Completed
ORD007978,OI007978,752.8,Fruits & Vegetables,Rejected
ORD007979,OI007979,2363.24,Groceries,Cancelled
ORD007980,OI007980,384.6,Bakery,Cancelled
ORD007981,OI007981,168.72,Snacks,Completed
ORD007982,OI007982,733.61,Personal Care,Completed
ORD007983,OI007983,2251.79,Baby Care,Completed
ORD007984,OI007984,206.33,Frozen Foods,Rejected
ORD007985,OI007985,145.15,Beverages,Completed
ORD007986,OI007986,522.13,Snacks,Completed
ORD007987,OI007987,606.89,Dairy,Rejected
ORD007988,OI007988,2350.45,Household,Completed
ORD007989,OI007989,1576.69,Household,Completed
ORD007990,OI007990,2196.46,Groceries,Rejected
ORD007991,OI007991,505.83,Dairy,Cancelled
ORD007992,OI007992,2414.16,Snacks,Completed
ORD007993,OI007993,1971.04,Fruits & Vegetables,Rejected
ORD007994,OI007994,1269.39,Beverages,Completed
ORD007995,OI007995,161.91,Household,Completed
ORD007996,OI007996,767.7,Baby Care,Completed
ORD007997,OI007997,436.62,Beverages,Rejected
ORD007998,OI007998,2270.76,Groceries,Completed
ORD007999,OI007999,592.89,Household,Completed
ORD008000,OI008000,1013.34,Household,Cancelled
ORD008001,OI008001,1623.13,Dairy,Completed
ORD008002,OI008002,171.8,Baby Care,Cancelled
ORD008003,OI008003,1080.47,Groceries,Cancelled
ORD008004,OI008004,2161.26,Frozen Foods,Completed
ORD008005,OI008005,909.1,Snacks,Cancelled
ORD008006,OI008006,1729.64,Groceries,Completed
ORD008007,OI008007,2210.28,Groceries,Completed
ORD008008,OI008008,441.32,Household,Completed
ORD008009,OI008009,2036.53,Fruits & Vegetables,Completed
ORD008010,OI008010,2068.83,Fruits & Vegetables,Completed
ORD008011,OI008011,1457.95,Bakery,Completed
ORD008012,OI008012,2377.45,Frozen Foods,Completed
ORD008013,OI008013,579.63,Snacks,Completed
ORD008014,OI008014,2275.57,Fruits & Vegetables,Completed
ORD008015,OI008015,2006.14,Frozen Foods,Completed
ORD008016,OI008016,332.47,Bakery,Rejected
ORD008017,OI008017,1877.17,Beverages,Completed
ORD008018,OI008018,782.9,Personal Care,Completed
ORD008019,OI008019,1001.54,Household,Completed
ORD008020,OI008020,1185.82,Fruits & Vegetables,Rejected
ORD008021,OI008021,2464.08,Fruits & Vegetables,Completed
ORD008022,OI008022,1013.04,Snacks,Rejected
ORD008023,OI008023,180.23,Bakery,Completed
ORD008024,OI008024,1375.9,Dairy,Rejected
ORD008025,OI008025,1595.76,Fruits & Vegetables,Completed
ORD008026,OI008026,2352.95,Fruits & Vegetables,Cancelled
ORD008027,OI008027,549.03,Bakery,Rejected
ORD008028,OI008028,375.09,Snacks,Rejected
ORD008029,OI008029,1475.25,Snacks,Completed
ORD008030,OI008030,978.03,Dairy,Completed
ORD008031,OI008031,1034.72,Household,Completed
ORD008032,OI008032,732.49,Groceries,Cancelled
ORD008033,OI008033,2001.23,Baby Care,Cancelled
ORD008034,OI008034,1444.91,Snacks,Completed
ORD008035,OI008035,1766.23,Baby Care,Completed
ORD008036,OI008036,103.16,Snacks,Cancelled
ORD008037,OI008037,473.31,Snacks,Completed
ORD008038,OI008038,939.77,Snacks,Completed
ORD008039,OI008039,682.71,Dairy,Completed
ORD008040,OI008040,2333.59,Beverages,Completed
ORD008041,OI008041,2078.79,Snacks,Completed
ORD008042,OI008042,908.87,Baby Care,Cancelled
ORD008043,OI008043,1982.12,Baby Care,Completed
ORD008044,OI008044,417.26,Household,Cancelled
ORD008045,OI008045,2405.71,Bakery,Cancelled
ORD008046,OI008046,1189.55,Frozen Foods,Rejected
ORD008047,OI008047,2158.05,Fruits & Vegetables,Completed
ORD008048,OI008048,1042.98,Snacks,Completed
ORD008049,OI008049,898.61,Fruits & Vegetables,Completed
ORD008050,OI008050,2483.42,Personal Care,Rejected
ORD008051,OI008051,737.47,Groceries,Rejected
ORD008052,OI008052,959.91,Personal Care,Rejected
ORD008053,OI008053,1833.23,Snacks,Completed
ORD008054,OI008054,1665.73,Snacks,Completed
ORD008055,OI008055,152.01,Household,Completed
ORD008056,OI008056,2338.55,Fruits & Vegetables,Completed
ORD008057,OI008057,2048.14,Personal Care,Completed
ORD008058,OI008058,944.18,Snacks,Completed
ORD008059,OI008059,1204.32,Household,Cancelled
ORD008060,OI008060,1624.58,Frozen Foods,Completed
ORD008061,OI008061,871.84,Frozen Foods,Completed
ORD008062,OI008062,633.63,Dairy,Cancelled
ORD008063,OI008063,138.72,Groceries,Completed
ORD008064,OI008064,1921.77,Beverages,Cancelled
ORD008065,OI008065,1627.28,Bakery,Cancelled
ORD008066,OI008066,2305.05,Frozen Foods,Completed
ORD008067,OI008067,1130.7,Baby Care,Cancelled
ORD008068,OI008068,1248.92,Snacks,Completed
ORD008069,OI008069,2354.05,Beverages,Completed
ORD008070,OI008070,781.07,Household,Cancelled
ORD008071,OI008071,977.91,Baby Care,Completed
ORD008072,OI008072,1057.8,Household,Completed
ORD008073,OI008073,2117.41,Baby Care,Completed
ORD008074,OI008074,1477.77,Baby Care,Completed
ORD008075,OI008075,776.71,Groceries,Completed
ORD008076,OI008076,2168.92,Groceries,Completed
ORD008077,OI008077,538.75,Beverages,Rejected
ORD008078,OI008078,1380.72,Snacks,Completed
ORD008079,OI008079,1221.26,Bakery,Completed
ORD008080,OI008080,2229.0,Snacks,Rejected
ORD008081,OI008081,1744.31,Beverages,Completed
ORD008082,OI008082,482.18,Baby Care,Completed
ORD008083,OI008083,166.26,Household,Completed
ORD008084,OI008084,2492.9,Snacks,Completed
ORD008085,OI008085,1496.45,Baby Care,Completed
ORD008086,OI008086,2192.45,Snacks,Completed
ORD008087,OI008087,1606.34,Dairy,Completed
ORD008088,OI008088,1207.09,Beverages,Cancelled
ORD008089,OI008089,329.79,Personal Care,Completed
ORD008090,OI008090,1776.1,Baby Care,Cancelled
ORD008091,OI008091,361.98,Beverages,Completed
ORD008092,OI008092,1868.16,Household,Completed
ORD008093,OI008093,1026.45,Baby Care,Cancelled
ORD008094,OI008094,948.59,Bakery,Cancelled
ORD008095,OI008095,2201.88,Baby Care,Cancelled
ORD008096,OI008096,376.86,Household,Rejected
ORD008097,OI008097,754.62,Bakery,Rejected
ORD008098,OI008098,1575.21,Snacks,Completed
ORD008099,OI008099,2346.35,Frozen Foods,Completed
ORD008100,OI008100,1837.19,Dairy,Completed
ORD008101,OI008101,1648.1,Snacks,Cancelled
ORD008102,OI008102,1321.82,Baby Care,Rejected
ORD008103,OI008103,435.32,Bakery,Completed
ORD008104,OI008104,1968.12,Personal Care,Completed
ORD008105,OI008105,1197.07,Household,Completed
ORD008106,OI008106,2081.47,Dairy,Completed
ORD008107,OI008107,2468.3,Frozen Foods,Completed
ORD008108,OI008108,1223.02,Snacks,Completed
ORD008109,OI008109,387.1,Dairy,Completed
ORD008110,OI008110,1063.18,Groceries,Completed
ORD008111,OI008111,1807.42,Personal Care,Completed
ORD008112,OI008112,409.38,Baby Care,Cancelled
ORD008113,OI008113,1008.7,Dairy,Completed
ORD008114,OI008114,356.73,Bakery,Cancelled
ORD008115,OI008115,1703.32,Baby Care,Completed
ORD008116,OI008116,1061.17,Bakery,Completed
ORD008117,OI008117,1457.73,Fruits & Vegetables,Completed
ORD008118,OI008118,869.82,Dairy,Completed
ORD008119,OI008119,410.04,Bakery,Completed
ORD008120,OI008120,901.33,Snacks,Completed
ORD008121,OI008121,414.84,Beverages,Cancelled
ORD008122,OI008122,1387.2,Dairy,Completed
ORD008123,OI008123,1246.98,Baby Care,Completed
ORD008124,OI008124,2243.7,Fruits & Vegetables,Cancelled
ORD008125,OI008125,826.64,Bakery,Completed
ORD008126,OI008126,2482.71,Household,Completed
ORD008127,OI008127,636.44,Baby Care,Completed
ORD008128,OI008128,782.64,Groceries,Rejected
ORD008129,OI008129,718.75,Beverages,Completed
ORD008130,OI008130,893.94,Bakery,Completed
ORD008131,OI008131,2392.0,Dairy,Completed
ORD008132,OI008132,828.96,Fruits & Vegetables,Completed
ORD008133,OI008133,826.36,Beverages,Completed
ORD008134,OI008134,823.59,Groceries,Completed
ORD008135,OI008135,166.52,Beverages,Rejected
ORD008136,OI008136,734.54,Household,Completed
ORD008137,OI008137,320.52,Beverages,Cancelled
ORD008138,OI008138,927.5,Personal Care,Rejected
ORD008139,OI008139,1634.17,Personal Care,Completed
ORD008140,OI008140,1004.64,Groceries,Cancelled
ORD008141,OI008141,843.1,Groceries,Cancelled
ORD008142,OI008142,1507.3,Fruits & Vegetables,Cancelled
ORD008143,OI008143,1445.04,Household,Completed
ORD008144,OI008144,2260.53,Snacks,Completed
ORD008145,OI008145,2440.61,Bakery,Completed
ORD008146,OI008146,2149.11,Dairy,Completed
ORD008147,OI008147,1574.66,Fruits & Vegetables,Completed
ORD008148,OI008148,637.65,Baby Care,Cancelled
ORD008149,OI008149,1115.05,Frozen Foods,Completed
ORD008150,OI008150,1092.91,Dairy,Cancelled
ORD008151,OI008151,590.21,Personal Care,Rejected
ORD008152,OI008152,1868.27,Baby Care,Cancelled
ORD008153,OI008153,316.27,Frozen Foods,Rejected
ORD008154,OI008154,1693.29,Household,Cancelled
ORD008155,OI008155,1705.85,Fruits & Vegetables,Completed
ORD008156,OI008156,416.58,Beverages,Completed
ORD008157,OI008157,179.3,Baby Care,Completed
ORD008158,OI008158,1013.68,Household,Rejected
ORD008159,OI008159,1827.96,Dairy,Completed
ORD008160,OI008160,1266.26,Dairy,Completed
ORD008161,OI008161,1973.51,Beverages,Rejected
ORD008162,OI008162,1638.76,Fruits & Vegetables,Completed
ORD008163,OI008163,2070.07,Fruits & Vegetables,Completed
ORD008164,OI008164,1174.73,Personal Care,Completed
ORD008165,OI008165,2190.88,Personal Care,Completed
ORD008166,OI008166,2440.79,Fruits & Vegetables,Completed
ORD008167,OI008167,1158.04,Bakery,Completed
ORD008168,OI008168,2468.67,Beverages,Completed
ORD008169,OI008169,930.55,Household,Cancelled
ORD008170,OI008170,1713.14,Household,Completed
ORD008171,OI008171,718.01,Groceries,Cancelled
ORD008172,OI008172,2235.24,Beverages,Completed
ORD008173,OI008173,708.52,Personal Care,Rejected
ORD008174,OI008174,2020.09,Groceries,Completed
ORD008175,OI008175,926.21,Household,Rejected
ORD008176,OI008176,842.09,Fruits & Vegetables,Cancelled
ORD008177,OI008177,957.96,Groceries,Completed
ORD008178,OI008178,1057.62,Fruits & Vegetables,Completed
ORD008179,OI008179,829.99,Dairy,Completed
ORD008180,OI008180,804.73,Frozen Foods,Rejected
ORD008181,OI008181,2029.59,Beverages,Completed
ORD008182,OI008182,1057.31,Snacks,Rejected
ORD008183,OI008183,700.55,Personal Care,Cancelled
ORD008184,OI008184,1933.72,Frozen Foods,Completed
ORD008185,OI008185,2493.97,Bakery,Completed
ORD008186,OI008186,801.21,Groceries,Rejected
ORD008187,OI008187,486.83,Groceries,Completed
ORD008188,OI008188,1040.58,Frozen Foods,Cancelled
ORD008189,OI008189,1432.9,Frozen Foods,Completed
ORD008190,OI008190,1503.71,Beverages,Cancelled
ORD008191,OI008191,547.83,Dairy,Completed
ORD008192,OI008192,1280.81,Fruits & Vegetables,Rejected
ORD008193,OI008193,219.81,Snacks,Completed
ORD008194,OI008194,2168.26,Frozen Foods,Completed
ORD008195,OI008195,1276.18,Bakery,Completed
ORD008196,OI008196,1223.75,Beverages,Completed
ORD008197,OI008197,550.64,Personal Care,Completed
ORD008198,OI008198,530.91,Baby Care,Rejected
ORD008199,OI008199,2411.22,Groceries,Cancelled
ORD008200,OI008200,1762.53,Beverages,Cancelled
ORD008201,OI008201,1908.32,Personal Care,Rejected
ORD008202,OI008202,1422.93,Snacks,Cancelled
ORD008203,OI008203,566.4,Fruits & Vegetables,Completed
ORD008204,OI008204,583.48,Baby Care,Completed
ORD008205,OI008205,1629.58,Snacks,Completed
ORD008206,OI008206,122.61,Bakery,Completed
ORD008207,OI008207,846.69,Frozen Foods,Completed
ORD008208,OI008208,221.0,Snacks,Rejected
ORD008209,OI008209,2131.68,Snacks,Completed
ORD008210,OI008210,1845.43,Personal Care,Cancelled
ORD008211,OI008211,384.63,Household,Cancelled
ORD008212,OI008212,1802.39,Dairy,Completed
ORD008213,OI008213,2047.74,Beverages,Completed
ORD008214,OI008214,1142.18,Fruits & Vegetables,Completed
ORD008215,OI008215,1082.34,Beverages,Cancelled
ORD008216,OI008216,1540.65,Personal Care,Rejected
ORD008217,OI008217,1631.95,Bakery,Completed
ORD008218,OI008218,253.96,Groceries,Completed
ORD008219,OI008219,1233.02,Beverages,Completed
ORD008220,OI008220,2458.65,Frozen Foods,Rejected
ORD008221,OI008221,470.61,Personal Care,Completed
ORD008222,OI008222,556.65,Household,Completed
ORD008223,OI008223,363.79,Frozen Foods,Completed
ORD008224,OI008224,908.23,Fruits & Vegetables,Completed
ORD008225,OI008225,846.38,Frozen Foods,Completed
ORD008226,OI008226,367.7,Frozen Foods,Completed
ORD008227,OI008227,2448.97,Beverages,Cancelled
ORD008228,OI008228,143.1,Snacks,Completed
ORD008229,OI008229,562.8,Snacks,Rejected
ORD008230,OI008230,1494.61,Frozen Foods,Rejected
ORD008231,OI008231,2359.59,Household,Cancelled
ORD008232,OI008232,941.7,Dairy,Rejected
ORD008233,OI008233,1716.87,Fruits & Vegetables,Completed
ORD008234,OI008234,516.15,Groceries,Cancelled
ORD008235,OI008235,1740.09,Snacks,Cancelled
ORD008236,OI008236,1835.42,Baby Care,Completed
ORD008237,OI008237,1597.93,Bakery,Cancelled
ORD008238,OI008238,748.58,Personal Care,Completed
ORD008239,OI008239,1278.55,Dairy,Completed
ORD008240,OI008240,2094.73,Beverages,Completed
ORD008241,OI008241,2416.18,Frozen Foods,Completed
ORD008242,OI008242,1561.23,Fruits & Vegetables,Cancelled
ORD008243,OI008243,756.01,Household,Completed
ORD008244,OI008244,1357.33,Groceries,Completed
ORD008245,OI008245,1848.99,Dairy,Completed
ORD008246,OI008246,2059.88,Frozen Foods,Cancelled
ORD008247,OI008247,788.37,Snacks,Completed
ORD008248,OI008248,497.9,Beverages,Rejected
ORD008249,OI008249,712.46,Snacks,Cancelled
ORD008250,OI008250,499.78,Dairy,Cancelled
ORD008251,OI008251,1475.49,Beverages,Rejected
ORD008252,OI008252,1737.34,Baby Care,Completed
ORD008253,OI008253,2088.59,Personal Care,Rejected
ORD008254,OI008254,2495.4,Dairy,Completed
ORD008255,OI008255,175.1,Personal Care,Completed
ORD008256,OI008256,967.36,Fruits & Vegetables,Completed
ORD008257,OI008257,1433.29,Baby Care,Rejected
ORD008258,OI008258,1830.39,Beverages,Rejected
ORD008259,OI008259,1544.73,,Completed
ORD008260,OI008260,902.99,Baby Care,Completed
ORD008261,OI008261,664.19,Fruits & Vegetables,Cancelled
ORD008262,OI008262,2419.52,Dairy,Cancelled
ORD008263,OI008263,492.45,Snacks,Rejected
ORD008264,OI008264,1085.73,Dairy,Completed
ORD008265,OI008265,2458.17,Baby Care,Rejected
ORD008266,OI008266,1368.2,Dairy,Completed
ORD008267,OI008267,825.86,Dairy,Completed
ORD008268,OI008268,2280.63,Frozen Foods,Completed
ORD008269,OI008269,1033.47,Dairy,Rejected
ORD008270,OI008270,1046.16,Frozen Foods,Completed
ORD008271,OI008271,1774.7,Bakery,Rejected
ORD008272,OI008272,799.34,Snacks,Completed
ORD008273,OI008273,615.71,Snacks,Completed
ORD008274,OI008274,1260.87,Bakery,Completed
ORD008275,OI008275,2394.44,Baby Care,Completed
ORD008276,OI008276,1436.86,Snacks,Rejected
ORD008277,OI008277,925.37,Frozen Foods,Completed
ORD008278,OI008278,1512.51,Frozen Foods,Completed
ORD008279,OI008279,1047.46,Household,Completed
ORD008280,OI008280,495.48,Baby Care,Completed
ORD008281,OI008281,934.59,Beverages,Completed
ORD008282,OI008282,494.17,Snacks,Completed
ORD008283,OI008283,428.22,Groceries,Completed
ORD008284,OI008284,2009.97,Household,Completed
ORD008285,OI008285,2267.64,Personal Care,Completed
ORD008286,OI008286,1872.65,Bakery,Completed
ORD008287,OI008287,943.33,Household,Rejected
ORD008288,OI008288,1669.58,Groceries,Rejected
ORD008289,OI008289,812.73,Beverages,Completed
ORD008290,OI008290,2161.73,Dairy,Completed
ORD008291,OI008291,752.91,Beverages,Completed
ORD008292,OI008292,1877.29,Household,Completed
ORD008293,OI008293,2234.97,Bakery,Completed
ORD008294,OI008294,1207.93,Dairy,Completed
ORD008295,OI008295,2099.77,Beverages,Completed
ORD008296,OI008296,693.63,Bakery,Cancelled
ORD008297,OI008297,1269.48,Household,Cancelled
ORD008298,OI008298,1590.93,Frozen Foods,Completed
ORD008299,OI008299,1975.31,Personal Care,Cancelled
ORD008300,OI008300,277.79,Beverages,Completed
ORD008301,OI008301,1200.46,Dairy,Completed
ORD008302,OI008302,1203.45,Personal Care,Rejected
ORD008303,OI008303,289.26,Dairy,Completed
ORD008304,OI008304,786.1,,Rejected
ORD008305,OI008305,869.01,Fruits & Vegetables,Rejected
ORD008306,OI008306,1656.73,Bakery,Rejected
ORD008307,OI008307,1753.72,Frozen Foods,Completed
ORD008308,OI008308,2185.78,Fruits & Vegetables,Completed
ORD008309,OI008309,2002.75,Fruits & Vegetables,Completed
ORD008310,OI008310,2037.62,Beverages,Completed
ORD008311,OI008311,532.82,Fruits & Vegetables,Completed
ORD008312,OI008312,1727.71,Personal Care,Completed
ORD008313,OI008313,1131.03,Household,Completed
ORD008314,OI008314,1447.58,Snacks,Cancelled
ORD008315,OI008315,477.26,Dairy,Rejected
ORD008316,OI008316,2154.22,Dairy,Rejected
ORD008317,OI008317,1762.81,Frozen Foods,Completed
ORD008318,OI008318,1268.09,Household,Rejected
ORD008319,OI008319,1300.3,Bakery,Completed
ORD008320,OI008320,145.01,Dairy,Rejected
ORD008321,OI008321,549.39,Baby Care,Completed
ORD008322,OI008322,1372.19,Personal Care,Completed
ORD008323,OI008323,1476.71,Frozen Foods,Cancelled
ORD008324,OI008324,152.7,Personal Care,Completed
ORD008325,OI008325,-1616.39,Household,Completed
ORD008326,OI008326,990.17,Dairy,Rejected
ORD008327,OI008327,783.13,Household,Completed
ORD008328,OI008328,686.37,Beverages,Completed
ORD008329,OI008329,1003.35,Bakery,Completed
ORD008330,OI008330,455.47,Personal Care,Completed
ORD008331,OI008331,837.02,Household,Completed
ORD008332,OI008332,1970.52,Fruits & Vegetables,Cancelled
ORD008333,OI008333,1662.95,Dairy,Completed
ORD008334,OI008334,1596.36,Dairy,Completed
ORD008335,OI008335,317.72,Groceries,Completed
ORD008336,OI008336,341.87,Beverages,Cancelled
ORD008337,OI008337,2450.31,Bakery,Completed
ORD008338,OI008338,2140.97,Household,Completed
ORD008339,OI008339,2196.49,Baby Care,Completed
ORD008340,OI008340,1516.96,Snacks,Completed
ORD008341,OI008341,358.26,Personal Care,Completed
ORD008342,OI008342,1221.9,Bakery,Completed
ORD008343,OI008343,1337.93,Personal Care,Completed
ORD008344,OI008344,2499.52,Snacks,Rejected
ORD008345,OI008345,530.44,Snacks,Completed
ORD008346,OI008346,1986.34,Bakery,Completed
ORD008347,OI008347,411.79,Dairy,Completed
ORD008348,OI008348,2390.24,Groceries,Completed
ORD008349,OI008349,114.58,Dairy,Completed
ORD008350,OI008350,1704.31,Baby Care,Completed
ORD008351,OI008351,467.88,Baby Care,Completed
ORD008352,OI008352,527.2,Frozen Foods,Completed
ORD008353,OI008353,370.57,Frozen Foods,Completed
ORD008354,OI008354,385.55,Frozen Foods,Rejected
ORD008355,OI008355,2007.02,Household,Cancelled
ORD008356,OI008356,2420.9,Bakery,Completed
ORD008357,OI008357,100.35,Groceries,Rejected
ORD008358,OI008358,1248.13,Frozen Foods,Rejected
ORD008359,OI008359,1718.88,Household,Completed
ORD008360,OI008360,1645.99,Snacks,Cancelled
ORD008361,OI008361,1147.95,Bakery,Completed
ORD008362,OI008362,1606.25,Dairy,Completed
ORD008363,OI008363,737.63,Personal Care,Cancelled
ORD008364,OI008364,1760.2,Frozen Foods,Completed
ORD004885,OI004885,1222.87,Baby Care,Completed
ORD008366,OI008366,1395.67,Beverages,Rejected
ORD008367,OI008367,499.91,Baby Care,Cancelled
ORD008368,OI008368,636.98,Groceries,Completed
ORD008369,OI008369,1207.77,Personal Care,Rejected
ORD008370,OI008370,321.68,Frozen Foods,Rejected
ORD008371,OI008371,118.51,Baby Care,Rejected
ORD008372,OI008372,1093.16,Snacks,Completed
ORD008373,OI008373,244.37,Fruits & Vegetables,Completed
ORD008374,OI008374,1465.31,Fruits & Vegetables,Completed
ORD008375,OI008375,2086.07,Household,Completed
ORD008376,OI008376,2070.14,Groceries,Rejected
ORD008377,OI008377,1989.32,Bakery,Cancelled
ORD008378,OI008378,1447.74,Frozen Foods,Completed
ORD008379,OI008379,2478.08,Personal Care,Completed
ORD008380,OI008380,826.05,Snacks,Completed
ORD008381,OI008381,1874.98,Snacks,Completed
ORD008382,OI008382,1625.7,Fruits & Vegetables,Completed
ORD008383,OI008383,799.29,Groceries,Completed
ORD008384,OI008384,1731.98,Snacks,Rejected
ORD008385,OI008385,995.51,Snacks,Cancelled
ORD008386,OI008386,506.62,Fruits & Vegetables,Completed
ORD008387,OI008387,158.91,Frozen Foods,Completed
ORD008388,OI008388,671.67,Household,Completed
ORD008389,OI008389,517.95,Snacks,Rejected
ORD008390,OI008390,1213.29,Baby Care,Completed
ORD008391,OI008391,2013.06,Beverages,Completed
ORD008392,OI008392,983.77,Beverages,Completed
ORD008393,OI008393,937.38,Frozen Foods,Completed
ORD008394,OI008394,267.91,Personal Care,Completed
ORD008395,OI008395,1553.19,Groceries,Completed
ORD008396,OI008396,631.81,Household,Rejected
ORD008397,OI008397,2266.04,Groceries,Completed
ORD008398,OI008398,755.78,Groceries,Completed
ORD008399,OI008399,1413.06,Household,Completed
ORD008400,OI008400,256.9,Fruits & Vegetables,Cancelled
ORD008401,OI008401,812.97,Bakery,Completed
ORD008402,OI008402,2409.92,Fruits & Vegetables,Cancelled
ORD008403,OI008403,1834.13,Groceries,Completed
ORD008404,OI008404,298.86,Groceries,Completed
ORD008405,OI008405,495.04,Frozen Foods,Completed
ORD008406,OI008406,2105.41,Baby Care,Completed
ORD008407,OI008407,1257.45,Frozen Foods,Completed
ORD008408,OI008408,1870.72,Frozen Foods,Completed
ORD008409,OI008409,2059.96,Beverages,Completed
ORD008410,OI008410,2464.61,Bakery,Rejected
ORD008411,OI008411,1847.71,Snacks,Completed
ORD008412,OI008412,461.43,Beverages,Completed
ORD008413,OI008413,1915.2,Baby Care,Rejected
ORD008414,OI008414,737.86,Dairy,Cancelled
ORD008415,OI008415,350.1,Baby Care,Completed
ORD008416,OI008416,954.97,Dairy,Cancelled
ORD008417,OI008417,2316.89,Baby Care,Completed
ORD008418,OI008418,1420.26,Household,Rejected
ORD008419,OI008419,1710.1,Frozen Foods,Cancelled
ORD008420,OI008420,2252.67,Fruits & Vegetables,Rejected
ORD008421,OI008421,2289.43,Snacks,Cancelled
ORD008422,OI008422,2417.77,Groceries,Cancelled
ORD008423,OI008423,1226.25,Baby Care,Completed
ORD008424,OI008424,1878.18,Dairy,Completed
ORD008425,OI008425,1948.35,Baby Care,Completed
ORD008426,OI008426,1196.94,Fruits & Vegetables,Rejected
ORD008427,OI008427,2056.13,Dairy,Rejected
ORD008428,OI008428,756.87,Baby Care,Rejected
ORD008429,OI008429,723.49,Personal Care,Completed
